PROJECT_ID,PROJECT_NAME,PROJECT_DESCRIPTION,ESTIMATED_COST,UPDATE_ACTIVITY,ENVIRONMENTAL_ASSESSMENT_STAGE,CONSTRUCTION_TYPE,CONSTRUCTION_SUBTYPE,PROJECT_TYPE,REGION,MUNICIPALITY,DEVELOPER,ARCHITECT,PROJECT_STATUS,PROJECT_STAGE,PROJECT_CATEGORY_NAME,PUBLIC_FUNDING_IND,PROVINCIAL_FUNDING,FEDERAL_FUNDING,MUNICIPAL_FUNDING,OTHER_PUBLIC_FUNDING,GREEN_BUILDING_IND,GREEN_BUILDING_DESC,CLEAN_ENERGY_IND,INDIGENOUS_IND,INDIGENOUS_NAMES,INDIGENOUS_AGREEMENT,CONSTRUCTION_JOBS,OPERATING_JOBS,STANDARDIZED_START_DATE,STANDARDIZED_COMPLETION_DATE,LATITUDE,LONGITUDE,LATITUDE_DMS,LONGITUDE_DMS,TELEPHONE,PROJECT_WEBSITE,FIRST_ENTRY_DATE,LAST_UPDATE
4100,Condominium Development,"Proposed apartment development with 502 units of rental housing located at 4683 Arbutus St. Project will include four buildings from 5 to 14 storeys with a food market, plaza and daycare.",28,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Broadway Properties,DIALOG Architecture and P+A Landscape Architecture,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.243770,-123.154180,49° 14' 37.572'' N,123° 9' 15.048'' W,(604) 876-1188,,2019-06-01,2025-03-01
4097,UBC - Mathematics Building Replacement,"Proposed replacement of the mathematics building on the current site on West Mall. New facility will include classrooms, lecture theatres and space dedicated to research.",118,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,Preliminary/Feasibility,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,2024-Q4,,,,,(604) 731-3103,,2019-06-01,2025-03-01
4093,Condominium Development - 1967 East Hastings,Proposed 131-unit condominium development located at East Hastings and Semlin Drive. The six-storey building will include retail space at the podium level. Rezoning is required.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Reliance Properties,DIALOG Architecture,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.281460,-123.064100,49° 16' 53.256'' N,123° 3' 50.76'' W,(604) 683-2404,,2019-06-01,2025-03-01
4094,Condominium Development - 1298 East Hastings Street,Proposed 207-unit condominium development located at East Hastings St and Clark Drive. Project will include 55-units of social housing. Rezoning is required.,38,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,ONNI Group,,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.280960,-123.077380,49° 16' 51.456'' N,123° 4' 38.568'' W,(604) 602-7711,,2019-06-01,2025-03-01
4105,SFU - Gondola,Proposed 3S tri-cable gondola to connect the Skytrain to SFU campus. In early planning and public engagement phases.,210,,,Infrastructure,Other Transportation,Transportation,2. Mainland/Southwest,Burnaby,Translink/ Simon Fraser University,,Proposed,Preliminary/Feasibility,Transportation & Warehousing,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 453-4500,,2019-06-01,2025-03-01
4115,SCM Grinding Facility,"Proposed phased construction of a Supplementary Cementious Material (SCM) grinding facility adjacent to the Delta Cement Plant. A potential second stage includes a marine terminal depending on market conditions. The production rate will reach 650,000 t of material at capacity over a 40-year operating life.",142,,Pre-application,Industrial,Other Manufacturing,Manufacturing,2. Mainland/Southwest,Delta,Heidelberg Materials Ltd.,,Proposed,Consultation/Approvals,Manufacturing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,134,14,2025-Q2,2026-Q4,49.144100,-123.022800,49° 8' 38.76'' N,123° 1' 22.08'' W,(604) 946-0411,,2019-06-01,2025-03-01
4106,Dunbar Ryerson United Church Redevelopment,"Proposed development of two parcels of land on W 45th Ave by Dunbar Ryerson United Church will include church amenities and a housing project. Along with preservation of the church, a new hall and community space, there will be 40 market and 32 social housing units.",20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Dunbar Ryerson United Church / Wall Financial Group,Endall Elliot Associates,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.231090,-123.159380,49° 13' 51.924'' N,123° 9' 33.768'' W,,,2019-06-01,2025-03-01
4107,Pacific Tennis Centre,Proposed facility with 24 tennis courts near the Burnaby Lake Sports Complex will be a training hub and include space for supporting services.,30,,,Commercial,Recreation,"Arts, Entertainment & Recreation",2. Mainland/Southwest,Burnaby,City of Burnaby/ Tennis Canada,,Proposed,,Other Services,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.252680,-122.968730,49° 15' 9.648'' N,122° 58' 7.428'' W,,,2019-06-01,2025-03-01
4099,UBC Okanagan - Industrial Scale Engineering Laboratory Expansion,"Planned expansion of the large scale industrial laboratory will accommodate the research, teaching and innovation of advanced technologies.",,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kelowna,University of British Columbia,,Proposed,Preliminary/Feasibility,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 731-3103,,2019-06-01,2025-03-01
4088,Barclay x Thurlow Condominiums,"Development of 506 rental units, 365 condominiums and 99-units social housing in two 57 and 60 storeys. The towers will be connected by a bridge, amenities and retail space at grade. Rezoning application has been submitted.",60,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Bosa Properties,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.282740,-123.126860,49° 16' 57.864'' N,123° 7' 36.696'' W,(604) 299-1363,,2019-03-20,2025-03-01
4073,Nanaimo Regional General Hospital Intensive Care Unit Replacement,A new intensive care unit (ICU) will be built to replace the aging facility. Cost of the project will be shared by Island Health and the Nanaimo Regional Hospital District. The ICU has completed construction in Jun 2023 and a 12-bed high acuity unit is expected to complete in Summer 2024.,60,,,Institutional,Health,Health Care and Social Assistance,1. Vancouver Island/Coast,Nanaimo,Vancouver Island Health Authority,,Construction started,,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,200,,2021-Q1,2025-Q2,,,,,(250) 370-8369,,2019-03-01,2025-03-01
4084,1818 Alberni Highrise Condominium,Development of a 21-storey highrise condominium near Stanley Park. The 36 units will be 1800 to 5000 sq ft.,30,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Landa Global Properties,Rafii Architects,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2023-Q4,2025-Q2,49.293160,-123.135820,49° 17' 35.376'' N,123° 8' 8.952'' W,(604) 738-0988,www.1818alberni.com,2019-03-01,2025-03-01
4076,Highway 1 Quartz Creek Bridge,"The key elements of the project scope include the replacement of the existing Quartz Creek Bridge No. 1607, which is nearing the end of its design life, improve approximately 4.9 km of the TCH by upgrading to a four-lane cross-section for a distance of approximately 4.4 km, geometrics improvements for 100 km/h design speed, access road improvements, rehabilitation and extension of the existing Wiseman Creek Culvert, and construction of a new Wildlife Underpass.",119,,,Infrastructure,Roads & Highways,Transportation,3. Thompson-Okanagan,Golden,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2021-Q2,2026-Q1,,,,,(250) 426-1500,,2019-03-01,2025-03-01
4086,Avani Centre King + Fraser Condominium,Development of a 30-storey condominium with 181 units located near Surrey City Centre.,,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Surrey,Avani Investment Group,Architecture49,On hold,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.180670,-122.697460,49° 10' 50.412'' N,122° 41' 50.856'' W,(778) 591-8700,,2019-03-01,2025-03-01
4081,Latimer Heights Community,"Development of 2,000 units of townhouse and single family homes located on a 74 acre site on 202B Street.",150,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,Vesta Properties,Ciccozzi Architecture,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2019-Q2,2025-Q4,49.152030,-122.660780,49° 9' 7.308'' N,122° 39' 38.808'' W,(604) 888-7869,www.latimerheights.com,2019-03-01,2025-03-01
4080,5740 Cambie Condominiums,Proposed 213-unit development in 14 and 27 storey buildings across from Oakridge mall. Rezoning is required.,40,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Polygon Oakridge Development,,Proposed,Consultation/Approvals,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.232690,-123.115670,49° 13' 57.684'' N,123° 6' 56.412'' W,,,2019-03-01,2025-03-01
4067,UBC Farm Centre,Construction of a Farm Centre to house the Food and Beverage Technology and the Centre for Sustainable Food Systems research and teaching programs.,20,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 731-3103,,2019-03-01,2025-03-01
4074,Highway 1 Widening - 216 Street to 264 Street,"Widening of 10 km of Highway 1 from 216 St to 264 St. Project will include extending the HOV lane and a commercial and passenger vehicle parking lot at Hwy 17. Glover Rd crossing replacement is expected to complete in Summer 2024. Upcoming phase of the project will include the replacement of the interchange at 232nd St with a higher structure. Funding will be provided by the federal government through the New Building Canada Fund ($95.9 M), The provincial government ($225.58 M) and the Township of Langley ($23.37 M).",345,,,Infrastructure,Roads & Highways,Transportation,2. Mainland/Southwest,Langley,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2022-Q2,2026-Q4,,,,,(604) 456-2420,,2019-03-01,2025-03-01
4066,UBC - Geography Building Replacement,Proposed replacement of the Geography building to meet current codes and configuration requirements.,50,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,Consultation/Approvals,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,2021-Q4,,,,,(604) 731-3103,,2019-03-01,2025-03-01
4058,The Lauren Condominium,Six-storey development of a 60-unit midrise condominium on 3rd Ave will include retail at grade level.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Squamish,Performing Equity Developments,,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 620-3728,,2018-12-01,2025-03-01
4033,Annacis Island Wastewater Treatment Plant Upgrades,"Plant upgrades to include infrastructure and equipment to expand wastewater treatment capacity, backup power and seismic improvements. Phased projects include new outfall pipeline. wastewater treatment equipment retrofit, laboratory and supporting structures, expecting to complete in stages to late 2029. Regional biosolids dryer and new digester expected to complete 2033.",1970,,,Infrastructure,Utilities,"Water, Sewage, and Other Systems",2. Mainland/Southwest,Delta,Corporation of Delta,,Construction started,,Utilities (incl sewage treatment),TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2019-Q2,2023-Q4,49.164090,-122.949080,49° 9' 50.724'' N,122° 56' 56.688'' W,604 432-6200 (Metro Vancouver),,2018-12-01,2025-03-01
4023,RW Bruhn Bridge Replacement,Construction of a 5-lane bridge to replace existing bridge. Project will include intersection improvements and a multi-use path. Federal government providing $91.082 million funding.,260,,,Infrastructure,Roads & Highways,Transportation,3. Thompson-Okanagan,Sicamous,BC Ministry of Transportation and Transit,,Construction started,,Transportation & Warehousing,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2024-Q3,2027-Q3,,,,,(250) 356-1861,,2018-12-01,2025-03-01
4024,Harry Jerome Recreation Centre,"Proposed 230,000 sq ft recreation centre to include a swimming pool, gymnasiums, and a 500-seat arena.  Also included are amenities for seniors and youth and a daycare, park and fitness centre.",180,,,Commercial,Recreation,"Arts, Entertainment & Recreation",2. Mainland/Southwest,North Vancouver,City of North Vancouver,,Construction started,,Other Services,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,FALSE,FALSE,,,,,2022-Q3,2025-Q4,49.320490,-123.073900,49° 19' 13.764'' N,123° 4' 26.04'' W,(604) 985-7761 (North Vancouver City),,2018-12-01,2025-03-01
4026,Fairview Container Terminal Expansion - Phase 2B,"Container port expansion to increase capacity to 1.8 million TEU's, Phase 2B will include storage yard increase to 41 hectares and the addition of 2 gantry cranes. Phase 2B Stage 1B is in development.",600,,,Infrastructure,Other Transportation,Port and Harbour Facilities,6. North Coast,Prince Rupert,Prince Rupert Port Authority/ DP World,,Construction started,,Transportation & Warehousing,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,300,,2020-Q4,2025-Q2,54.28646,-130.35684,"54° 17' 11.26"" N","130° 21' 24.62"" W",(250) 627-8899 (Prince Rupert Port Authority),,2018-12-01,2025-03-01
4030,Glenmore Secondary School,Proposed new 1500-student capacity secondary school located on Burtch Rd.,127,,,Institutional,Education,Educational Services,3. Thompson-Okanagan,Kelowna,School District 23,,Proposed,,Public Services,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,,,,,(250) 860-8888,,2018-12-01,2025-03-01
4054,Highrise Mixed-use Development - 1780 East Broadway,"Proposed development of 4 buildings with 11, 17, 21 and 24 storeys on a 2 storey commercial podium. Project will have 218- units residential and 306-units commercial with 524 parking spaces. Located near the East 10th Ave Skytrain, there will be 22,000 sq ft of public space including a playground and a plaza. Rezoning is required.",80,,,Residential,Primarily residential - Single use,Residential/Commercial,2. Mainland/Southwest,Vancouver,Westbank Projects Corp./Crombie REIT,,Proposed,Preliminary/Feasibility,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.261685,-123.068567,49° 15' 42.066'' N,123° 4' 6.8412'' W,(604) 685-8986,,2018-12-01,2025-03-01
4055,Redbridge Condominium,"435-unit condominium development will include 10,000 sq m of commercial space and public amenities.",70,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Squamish,Kingswood Capital Corp.,,Construction started,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,2022-Q2,2025-Q3,49.701440,-123.142050,49° 42' 5.184'' N,123° 8' 31.38'' W,(604) 687-1520,,2018-12-01,2025-03-01
4041,UBC - Chemistry Laboratory Complex,"Proposed 274,910 sq ft undergraduate chemistry teaching lab and chemistry physics research lab. Funding will be provided by UBC ($112 million) and requested from the Province ($112 million).",286,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,Preliminary/Feasibility,Public Services,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,2025-Q2,2026-Q4,,,,,(604) 822-6400,,2018-12-01,2025-03-01
4052,Gala Lowrise Condominium,Proposed development of 75 units in a 4-storey condominium located at 20276 73A Ave.,20,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Langley,Essence Properties,Focus Architecture,Proposed,Tender/Preconstruction,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.135669,-122.671551,49° 8' 8.4084'' N,122° 40' 17.5836'' W,(778) 574-0777,,2018-12-01,2025-03-01
4042,UBC - Mathematics Building,Proposed mathematics annex and LS Klinck building replacement. Funding will be provided by UBC ($59 million) and requested from the Province ($59 million).,126,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,Preliminary/Feasibility,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,2023-Q4,,,,,(604) 822-6400,,2018-12-01,2025-03-01
4043,UBC - Community Health and Fitness Centre,"Proposed project to renew and consolidate the Community Health Sciences, Recreational Fitness Centre and War Memorial Gym facilities. Funding will be provided by the Province of BC ($80 million), UBC ($110 million) and the remaining from fundraising ($20 million).",210,,,Institutional,Education,Educational Services,2. Mainland/Southwest,Vancouver,University of British Columbia,,Proposed,Consultation/Approvals,Public Services,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,,,,,,,,,,,(604) 822-6400,,2018-12-01,2025-03-01
3988,95 West Hastings Rental Condominium,Proposed 132-unit rental housing in a 10-storey building. Retail space will be located at ground level.,22,,,Residential,Primarily residential - Single use,Residential,2. Mainland/Southwest,Vancouver,Holborn Group,Gair Williamson Architects,Proposed,,Residential/Commercial,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,,,,,,,49.282190,-123.106610,49° 16' 55.884'' N,123° 6' 23.796'' W,(604) 688-8387,,2018-09-01,2025-03-01
